SLF4J(W): No SLF4J providers were found.
SLF4J(W): Defaulting to no-operation (NOP) logger implementation
SLF4J(W): See https://www.slf4j.org/codes.html#noProviders for further details.

=== Probe length: 20B ===
                            N  | --- ML ablation --------------------------------------------------- | --- Baselines --------------------------------- |
UTF-32-BE               36751  | 100.0 100.0 100.0 100.0 100.0  |   0.0   0.0   0.0   0.0   0.0  |   0.0   0.0  23.7   0.0   0.0  |
UTF-32-LE               37012  | 100.0 100.0 100.0 100.0 100.0  |   0.0   0.0   0.0   0.0   0.0  |   0.0   0.0  23.1   0.0   0.0  |
UTF-8                   36283  |  82.3  82.3  91.8  97.7  97.7  |  82.2  82.2  82.2  98.9  98.9  |  82.6  82.6  82.6  99.3  99.3  |
windows-1250            34472  |  11.1  53.5  88.8  83.8  83.9  |   0.0   0.0   0.0  58.8  62.5  |   6.9   6.9   9.9  53.2  53.4  |
windows-1251            36856  |  60.4  60.6  76.1  62.2  62.2  |  74.6  74.7  74.7  76.5  76.6  |  58.8  58.8  65.7  60.6  60.6  |
windows-1252            25636  |   3.8  65.2  94.7  88.2  88.2  |   0.0  98.5  98.5  93.1  98.5  |  67.5  67.5  68.8  67.5  67.6  |
windows-1253            36846  |   2.0  72.1  86.9  74.6  74.6  |   0.1  89.5  89.5  89.1  92.0  |  77.3  77.3  80.7  80.5  80.5  |
windows-1254            36688  |   5.3  57.8  84.0  79.3  79.3  |   0.0   0.0   0.0  39.1  43.5  |  23.3  23.3  24.4  49.3  49.3  |
windows-1255            31171  |   6.9  34.4  48.5  34.8  35.9  |  93.9  95.7  95.7  96.7  97.3  |  76.0  76.0  79.0  77.3  77.3  |
windows-1256            41955  |  36.2  60.3  80.0  37.6  37.6  |   0.0   0.0   0.0   1.3   1.4  |  62.2  62.2  72.4  63.5  63.5  |
windows-1257            30902  |   0.0   0.0   0.0  47.4  47.6  |   0.0   0.0   0.0  43.7  49.4  |  13.9  13.9  16.2  50.3  50.4  |
windows-1258            36850  |   0.0   0.0   0.0   5.3   5.4  |   0.0   0.0   0.0   5.2   5.5  |  57.3  57.3  57.4  62.5  62.5  |
windows-874             31260  |   0.0   0.0   0.0   9.1   9.1  |   0.0   0.0   0.0  83.7  94.7  |  60.4  60.4  69.3  69.1  69.1  |
x-EUC-TW                26571  |   0.0   0.0   0.0   4.2   4.4  |  43.8  43.8  43.8  48.1  48.3  |  83.9  83.9  85.1  88.1  88.3  |
x-MacRoman               1963  |   0.0   0.0   0.0  53.9  54.2  |   0.0   0.0   0.0  54.6  54.9  |   6.0   6.0   8.3  60.3  60.8  |
x-mac-cyrillic           1742  |   0.0   0.0   0.0   0.0   0.0  |  52.0  52.0  52.0  52.0  52.0  |  36.0  36.0  39.1  36.0  36.0  |
x-windows-949           36726  |   0.0   0.0  28.6   2.8   3.0  |   0.0  83.7  83.7  86.5  86.8  |  74.8  74.8  91.2  77.7  77.9  |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
OVERALL                 1220660  |  20.5  42.2  52.9  42.3  42.5  |  22.0  33.4  33.4  45.8  46.8  |  47.8  50.1  55.1  61.0  61.0  |
  Stat=model only | +ISO=+C1-correction | +CJK=+grammar | All=ML+rules | R%=strict | S%=soft | T3%=top-3 hit | D%=decode-match | A%=alpha-match
  µs/sample                    |                       26.1  |                        7.5  |                        2.6  |

